question,temporality,feature,label,mode,model,f1_binary_mean,f1_binary_std,f1_macro_mean,f1_macro_std
2,False,all,depression,PCA,LinearSVC,0.4966666666666667,0.30740852297878796,0.6136363636363636,0.19310827477123801
2,False,all,depression,PCA,GaussianNB,0.3942857142857143,0.2287053179289445,0.512012987012987,0.22025840977606
2,False,all,depression,PCA,KNeighborsClassifier,0.39333333333333337,0.29097537123726924,0.5424786324786325,0.19957598964975273
2,False,all,depression,PCA,SVC,0.34,0.1949358868961793,0.5287878787878788,0.10395087841844794
2,False,all,depression,PCA,RandomForestClassifier,0.31333333333333335,0.18797162906495582,0.48025641025641025,0.11052665152310519
2,False,all,depression,PCA,GradientBoostingClassifier,0.21428571428571427,0.29450754468697576,0.418936063936064,0.20449870595874603
2,False,all,depression,PCA,DecisionTreeClassifier,0.13714285714285715,0.19208841501681842,0.38618714618714617,0.0905073782973016
2,False,all,depression,PCA,HistGradientBoostingClassifier,0.0,0.0,0.3784382284382285,0.023220983789778094
2,False,all,depression,Pass,LinearSVC,0.6947619047619048,0.17900265392831102,0.7363780663780664,0.12007829396486748
2,False,all,depression,Pass,LogisticRegression,0.6209523809523809,0.14791061834908326,0.6792352092352092,0.11616029583019899
2,False,all,depression,Pass,KNeighborsClassifier,0.42000000000000004,0.2863564212655271,0.5667676767676768,0.20780247639770974
2,False,all,depression,Pass,GaussianNB,0.3704761904761905,0.24990701218499053,0.5015367965367965,0.19739486010506865
2,False,all,depression,Pass,RandomForestClassifier,0.36,0.23851391759997753,0.5242424242424242,0.17554846494497262
2,False,all,depression,Pass,GradientBoostingClassifier,0.36,0.23851391759997753,0.5086868686868687,0.20186054297035086
2,False,all,depression,Pass,DecisionTreeClassifier,0.18333333333333332,0.1707825127659933,0.3338383838383838,0.09232552546717798
2,False,all,depression,Pass,SVC,0.1,0.223606797749979,0.4348484848484849,0.13160902947411493
2,False,all,depression,Pass,HistGradientBoostingClassifier,0.0,0.0,0.3784382284382285,0.023220983789778094
2,False,all,anxiety,selection feature,HistGradientBoostingClassifier,0.6896969696969697,0.05659450923601823,0.34484848484848485,0.028297254618009113
2,False,all,anxiety,selection feature,GradientBoostingClassifier,0.5777777777777777,0.21008522667987814,0.5772222222222222,0.19112645287257943
2,False,all,anxiety,selection feature,DecisionTreeClassifier,0.5214285714285714,0.2041935634094975,0.513095238095238,0.15474816788851686
2,False,all,anxiety,selection feature,KNeighborsClassifier,0.5047619047619047,0.14025406166688703,0.49563492063492054,0.1418643856126893
2,False,all,anxiety,selection feature,RandomForestClassifier,0.4609523809523809,0.09388321978349536,0.48761904761904756,0.06952625566472978
2,False,all,anxiety,selection feature,LinearSVC,0.4238095238095238,0.15829304893899676,0.4238095238095238,0.09083575169969187
2,False,all,anxiety,selection feature,GaussianNB,0.4031746031746032,0.24047488081784918,0.3653968253968254,0.17520243483491788
2,False,all,anxiety,selection feature,LogisticRegression,0.38095238095238093,0.11040022018447265,0.38095238095238093,0.09335944726998881
2,False,all,anxiety,selection feature,SVC,0.33428571428571424,0.3073255270748539,0.32261904761904764,0.1770250504327724
2,False,all,anxiety,PCA,HistGradientBoostingClassifier,0.6896969696969697,0.05659450923601823,0.34484848484848485,0.028297254618009113
2,False,all,anxiety,PCA,SVC,0.6896969696969697,0.05659450923601823,0.401991341991342,0.1244276640708958
2,False,all,anxiety,PCA,GradientBoostingClassifier,0.6158730158730158,0.21833331890856378,0.5943650793650793,0.2180317050087323
2,False,all,anxiety,PCA,RandomForestClassifier,0.5798412698412698,0.1978592280498047,0.5423015873015873,0.14765307254233395
2,False,all,anxiety,PCA,DecisionTreeClassifier,0.5285714285714286,0.2712875573547563,0.5035714285714286,0.2675130064441354
2,False,all,anxiety,PCA,LinearSVC,0.5198412698412699,0.15532052214905498,0.4753968253968254,0.19724657318291008
2,False,all,anxiety,PCA,LogisticRegression,0.4603174603174603,0.15952183525588715,0.423015873015873,0.1729630762606837
2,False,all,anxiety,PCA,KNeighborsClassifier,0.42603174603174604,0.14765147279998608,0.4618253968253968,0.16454009904121183
2,False,all,anxiety,PCA,GaussianNB,0.41666666666666663,0.28867513459481287,0.43380952380952376,0.23624069406619982
2,False,all,anxiety,Pass,HistGradientBoostingClassifier,0.6896969696969697,0.05659450923601823,0.34484848484848485,0.028297254618009113
2,False,all,anxiety,Pass,GradientBoostingClassifier,0.6182539682539682,0.23319021634006135,0.601031746031746,0.23789204292424684
2,False,all,anxiety,Pass,RandomForestClassifier,0.6071428571428571,0.2097739307941202,0.5738095238095238,0.20912265439329825
2,False,all,anxiety,Pass,DecisionTreeClassifier,0.5809523809523809,0.10942024088643862,0.5626190476190476,0.08976695703856578
2,False,all,anxiety,Pass,GaussianNB,0.4533333333333333,0.14085278191373965,0.29333333333333333,0.1310805049022626
2,False,all,anxiety,Pass,LogisticRegression,0.41428571428571426,0.11736911946539275,0.38095238095238093,0.09335944726998881
